,hex_id,geometry,population,ID_NIL,NIL
0,0,POINT (513553.9409108793 5038720.756163063),1440.38525390625,79,DERGANO
1,1,POINT (506291.8657683386 5034414.267670033),376.3989562988281,55,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
2,2,POINT (516696.5249359891 5030801.299464296),33.17231750488281,85,PARCO DELLE ABBAZIE
3,3,POINT (519755.6509254522 5034517.755055583),62.907596588134766,24,PARCO FORLANINI - CAVRIANO
4,4,POINT (505188.26692566735 5032766.171335073),105.72752380371094,87,ASSIANO
5,5,POINT (514138.2505849702 5027453.669837383),233.132080078125,40,RONCHETTO DELLE RANE
6,6,POINT (511802.1733780408 5038473.9589246195),1258.476806640625,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO
7,7,POINT (518911.5395247613 5040371.198597099),474.68701171875,17,ADRIANO
8,8,POINT (504540.5726726458 5034167.7130073),64.00847625732422,87,ASSIANO
9,9,POINT (514943.7603067764 5030554.788034353),125.55271911621094,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
10,10,POINT (519906.250512766 5034837.649175993),157.8258056640625,24,PARCO FORLANINI - CAVRIANO
11,11,POINT (514288.92287293554 5027773.66839818),219.06283569335938,40,RONCHETTO DELLE RANE
12,12,POINT (507703.9112913787 5040880.741768592),207.44686889648438,73,CASCINA MERLATA
13,13,POINT (511952.7773869348 5038793.666531823),1001.3255004882812,77,BOVISA
14,14,POINT (519701.32535479416 5030925.108287201),122.09306335449219,33,ROGOREDO - SANTA GIULIA
15,15,POINT (505037.59322001936 5032446.396899431),43.22572708129883,87,ASSIANO
16,16,POINT (515094.4074948788 5030874.721734618),123.58636474609375,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
17,17,POINT (518052.1667573025 5033680.617787021),497.90667724609375,29,ORTOMERCATO
18,18,POINT (507854.5150378412 5041200.34432101),405.7745361328125,73,CASCINA MERLATA
19,19,POINT (512552.0065290887 5037982.583900312),1127.7603759765625,70,GHISOLFA
20,20,POINT (515694.10526986583 5030062.789374386),267.09356689453125,38,VIGENTINO - Q.RE FATIMA
21,21,POINT (520553.2348146775 5031343.719357177),123.4863510131836,31,MONLUE' - PONTE LAMBRO
22,22,POINT (512005.11858741665 5040293.369734422),1018.2633056640625,81,BOVISASCA
23,23,POINT (513308.0840305931 5041670.766824649),1215.6719970703125,83,BRUZZANO
24,24,POINT (520762.74935756525 5039437.810928554),1024.658203125,18,CIMIANO - ROTTOLE - Q.RE FELTRE
25,25,POINT (516105.22655014094 5037886.009761625),1637.11328125,12,MACIACHINI - MAGGIOLINA
26,26,POINT (506389.79907463887 5033233.848144743),990.8126831054688,55,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
27,27,POINT (519054.50562946504 5034419.0758964745),462.0716552734375,24,PARCO FORLANINI - CAVRIANO
28,28,POINT (515245.05181658803 5031194.649512318),665.3670654296875,38,VIGENTINO - Q.RE FATIMA
29,29,POINT (520605.034046717 5032844.896845189),7.269264221191406,31,MONLUE' - PONTE LAMBRO
30,30,POINT (515146.56569918274 5032375.670097885),397.80865478515625,37,MORIVIONE
31,31,POINT (520703.85370818176 5031663.698718794),731.199951171875,31,MONLUE' - PONTE LAMBRO
32,32,POINT (504898.6137452468 5038396.630114974),4.747633934020996,88,PARCO BOSCO IN CITTA'
33,33,POINT (513455.5899259643 5039900.862843022),1035.473388671875,80,AFFORI
34,34,POINT (514758.6211162944 5041278.3638699185),294.2325134277344,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
35,35,POINT (517556.3566922081 5037493.236659218),1618.42138671875,20,LORETO - CASORETTO - NOLO
36,36,POINT (507840.06108873483 5032840.794960509),280.2957458496094,53,LORENTEGGIO
37,37,POINT (519903.79616720916 5032746.2411311455),580.247314453125,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI
38,38,POINT (516597.9480465044 5031982.425161236),1264.58935546875,36,SCALO ROMANA
39,39,POINT (506348.34880719 5038004.050648095),99.89105987548828,88,PARCO BOSCO IN CITTA'
40,40,POINT (512754.90429124865 5039802.122281145),254.36215209960938,80,AFFORI
41,41,POINT (514057.92126595473 5041179.596271763),576.1065063476562,84,PARCO NORD
42,42,POINT (521513.23061385524 5038946.351526821),102.22499084472656,18,CIMIANO - ROTTOLE - Q.RE FELTRE
43,43,POINT (516855.4073279452 5037394.518532404),1793.158935546875,20,LORETO - CASORETTO - NOLO
44,44,POINT (515896.8634516578 5031883.798840007),414.9077453613281,36,SCALO ROMANA
45,45,POINT (505647.9238296588 5037905.368027218),209.95547485351562,63,FIGINO
46,46,POINT (511753.04997175536 5039064.006277955),135.60958862304688,77,BOVISA
47,47,POINT (513056.08286443056 5040441.489556196),1167.348876953125,80,AFFORI
48,48,POINT (515853.2886607285 5036656.214872203),1192.892822265625,10,STAZIONE CENTRALE - PONTE SEVESO
49,49,POINT (519602.5643679741 5032106.346740628),66.0580062866211,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI
50,50,POINT (514894.52382857434 5031145.344748712),397.6485900878906,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
51,51,POINT (512103.378522509 5039113.368183502),544.4868774414062,77,BOVISA
52,52,POINT (513756.76136117254 5040540.241485081),1256.0916748046875,80,AFFORI
53,53,POINT (516554.2166554034 5036754.91730774),1863.5697021484375,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
54,54,POINT (519753.1817096798 5032426.296901528),745.3965454101562,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI
55,55,POINT (505346.64924604207 5037266.049223472),68.08097839355469,63,FIGINO
56,56,POINT (513907.3427554374 5040859.9218610665),253.41928100585938,83,BRUZZANO
57,57,POINT (516704.81343391375 5037074.720895132),1286.4393310546875,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
58,58,POINT (505497.2879632021 5037585.71159911),158.7526092529297,63,FIGINO
59,59,POINT (514755.676762686 5039188.577775671),540.3054809570312,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
60,60,POINT (513108.3467617632 5041941.027335376),804.1150512695312,83,BRUZZANO
61,61,POINT (517553.67873043043 5035402.513909645),1593.7802734375,22,CITTA' STUDI
62,62,POINT (515905.37987204565 5038156.418249948),1752.014404296875,13,GRECO - SEGNANO
63,63,POINT (509139.86611003074 5032127.858702539),723.3052368164062,49,GIAMBELLINO
64,64,POINT (512647.1582673954 5034711.811254733),1924.2066650390625,51,PORTA MAGENTA
65,65,POINT (504699.07132385473 5038666.915167909),0.0,88,PARCO BOSCO IN CITTA'
66,66,POINT (521108.6078599843 5035305.5812676875),170.85821533203125,24,PARCO FORLANINI - CAVRIANO
67,67,POINT (515607.0561982751 5039607.046431998),1832.231689453125,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
68,68,POINT (513959.54942216544 5042359.44822029),192.20248413085938,84,PARCO NORD
69,69,POINT (518405.3230241712 5035821.05619627),1149.255615234375,22,CITTA' STUDI
70,70,POINT (516756.84745397366 5038574.912969471),818.2559814453125,13,GRECO - SEGNANO
71,71,POINT (509991.2926264256 5032546.297598888),1452.1591796875,49,GIAMBELLINO
72,72,POINT (513498.6277558754 5035130.283524539),1257.5087890625,7,MAGENTA - S. VITTORE
73,73,POINT (505550.0565043116 5039085.233178788),112.80870819091797,88,PARCO BOSCO IN CITTA'
74,74,POINT (514605.0870002575 5038868.8474212065),1226.42626953125,12,MACIACHINI - MAGGIOLINA
75,75,POINT (512957.76974848605 5041621.382188188),1036.403076171875,83,BRUZZANO
76,76,POINT (517403.0735547656 5035082.660408707),1820.41162109375,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
77,77,POINT (515754.78749710624 5037836.649851608),1874.8299560546875,12,MACIACHINI - MAGGIOLINA
78,78,POINT (512496.52826475527 5034391.997634283),1740.1287841796875,51,PORTA MAGENTA
79,79,POINT (504548.4369596158 5038347.287959415),37.998504638671875,88,PARCO BOSCO IN CITTA'
80,80,POINT (513904.31581168046 5038770.118839464),1429.6212158203125,79,DERGANO
81,81,POINT (512257.16256684985 5041522.616143825),1153.018798828125,82,COMASINA
82,82,POINT (516702.05293654255 5034983.981380325),1681.707763671875,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
83,83,POINT (504337.0478338341 5032347.808140893),1.479436993598938,87,ASSIANO
84,84,POINT (515053.93077086785 5037737.933260956),1359.35986328125,11,ISOLA
85,85,POINT (503436.9659000908 5032519.693258302),108.27781677246094,87,ASSIANO
86,86,POINT (511795.70739351155 5034293.348745145),1760.091064453125,51,PORTA MAGENTA
87,87,POINT (520856.8333909533 5034075.297432385),15.74709415435791,31,MONLUE' - PONTE LAMBRO
88,88,POINT (515355.11976995034 5038377.452724143),1717.01513671875,12,MACIACHINI - MAGGIOLINA
89,89,POINT (518153.4496037597 5034590.945104899),1518.293701171875,25,CORSICA
90,90,POINT (509739.05288929027 5031316.217211005),338.6852722167969,86,PARCO DEI NAVIGLI
91,91,POINT (513246.55511412123 5033900.316895618),1563.230224609375,7,MAGENTA - S. VITTORE
92,92,POINT (514657.2536409571 5040368.682585929),1324.678955078125,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
93,93,POINT (510001.5142455187 5038817.212891441),1353.1854248046875,72,MAGGIORE - MUSOCCO - CERTOSA
94,94,POINT (517455.0677754506 5036583.160958701),1843.298095703125,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
95,95,POINT (519002.60968291084 5032918.195377266),376.8713684082031,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI
96,96,POINT (515946.1292044144 5031293.262269021),974.252685546875,38,VIGENTINO - Q.RE FATIMA
97,97,POINT (509041.7590206408 5033308.517764064),406.9115905761719,53,LORENTEGGIO
98,98,POINT (514196.49501594587 5033138.045786952),1788.0076904296875,6,PORTA TICINESE - CONCA DEL NAVIGLIO
99,99,POINT (512548.8464166313 5035892.328973363),1318.2508544921875,68,PAGANO
100,100,POINT (515960.2909830533 5041746.205986382),233.18463134765625,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
101,101,POINT (507549.6640708053 5038471.747340462),450.71160888671875,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
102,102,POINT (514807.8325562418 5040688.377450541),923.5738525390625,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
103,103,POINT (510152.1231704351 5039136.891530476),817.2235107421875,72,MAGGIORE - MUSOCCO - CERTOSA
104,104,POINT (517605.66209046904 5036902.979035229),1742.0992431640625,22,CITTA' STUDI
105,105,POINT (509192.4106051569 5033628.317613493),1399.9761962890625,53,LORENTEGGIO
106,106,POINT (514347.12698475807 5033457.909029147),1605.47900390625,6,PORTA TICINESE - CONCA DEL NAVIGLIO
107,107,POINT (512699.46561865584 5036212.107195136),1750.8560791015625,68,PAGANO
108,108,POINT (517898.9024050645 5031269.175771994),1050.983642578125,35,LODI - CORVETTO
109,109,POINT (507700.28539852647 5038791.406081637),561.2361450195312,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
110,110,POINT (515407.2385663869 5039877.3950425275),1143.684326171875,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
111,111,POINT (510751.19846792566 5038325.89349535),1225.0087890625,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO
112,112,POINT (518205.3960866203 5036091.552754414),1069.788818359375,22,CITTA' STUDI
113,113,POINT (509791.5604080486 5032816.818432306),1143.140869140625,53,LORENTEGGIO
114,114,POINT (514946.6943193778 5032646.245665752),560.5734252929688,5,PORTA VIGENTINA - PORTA LODOVICA
115,115,POINT (513298.82550866186 5035400.755283159),1212.8433837890625,7,MAGENTA - S. VITTORE
116,116,POINT (516710.32742436323 5041254.995359953),1097.6348876953125,15,BICOCCA
117,117,POINT (508299.1735309306 5037980.445153869),866.1396484375,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
118,118,POINT (518750.72411309206 5031687.756359961),394.34381103515625,33,ROGOREDO - SANTA GIULIA
119,119,POINT (512804.05702226766 5039212.095223074),541.6246948242188,77,BOVISA
120,120,POINT (513805.9434367473 5039950.2347383285),1113.0240478515625,80,AFFORI
121,121,POINT (509150.334580425 5038398.824160923),829.089111328125,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
122,122,POINT (516603.49269804667 5036164.639426979),1780.705078125,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
123,123,POINT (508190.40176884003 5032890.099559152),139.08151245117188,53,LORENTEGGIO
124,124,POINT (513344.9181695599 5032719.546853852),779.88427734375,44,PORTA TICINESE - CONCHETTA
125,125,POINT (511697.44617244834 5035473.877440205),1712.530517578125,58,DE ANGELI - MONTE ROSA
126,126,POINT (517748.26933730656 5030949.219241373),714.167236328125,35,LODI - CORVETTO
127,127,POINT (515108.98172711284 5041327.749283509),350.8155212402344,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
128,128,POINT (506698.57201898954 5038053.3935720315),143.34445190429688,88,PARCO BOSCO IN CITTA'
129,129,POINT (510600.58626190317 5038006.188465231),1307.7042236328125,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO
130,130,POINT (514796.0590440489 5032326.356077334),758.1394653320312,37,MORIVIONE
131,131,POINT (517047.0992695972 5030850.604980003),124.94761657714844,85,PARCO DELLE ABBAZIE
132,132,POINT (516559.76035405527 5040935.292253937),497.55633544921875,15,BICOCCA
133,133,POINT (508148.5489294826 5037660.7600294445),944.281494140625,64,TRENNO
134,134,POINT (509899.9684618409 5037907.489246705),1095.057861328125,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
135,135,POINT (514095.0671454684 5032227.731265518),1543.690673828125,6,PORTA TICINESE - CONCA DEL NAVIGLIO
136,136,POINT (518498.8137749317 5030457.2007505335),2.3067009449005127,35,LODI - CORVETTO
137,137,POINT (515858.96786947246 5040836.5231032595),684.459228515625,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
138,138,POINT (507448.031122679 5037562.075873554),47.986572265625,88,PARCO BOSCO IN CITTA'
139,139,POINT (511599.19595346117 5036654.269827495),972.9214477539062,67,PORTELLO
140,140,POINT (509952.4470434104 5039407.203079221),732.5255126953125,72,MAGGIORE - MUSOCCO - CERTOSA
141,141,POINT (506694.84761766955 5035963.5894927),461.072265625,62,QUINTO ROMANO
142,142,POINT (514147.28681089455 5033728.44236901),1727.6907958984375,6,PORTA TICINESE - CONCA DEL NAVIGLIO
143,143,POINT (508652.9761220064 5040119.344698014),537.6823120117188,72,MAGGIORE - MUSOCCO - CERTOSA
144,144,POINT (515450.71308383363 5035106.472651307),1690.170654296875,1,DUOMO
145,145,POINT (517800.25353695324 5032450.29983288),1245.0802001953125,35,LODI - CORVETTO
146,146,POINT (514541.0288539185 5029004.316604094),56.76490020751953,85,PARCO DELLE ABBAZIE
147,147,POINT (507500.67166568065 5039061.705266216),667.8084716796875,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
148,148,POINT (512299.9314098902 5036752.955662979),1687.755615234375,67,PORTELLO
149,149,POINT (510653.01854720875 5039505.926423327),1114.329345703125,76,QUARTO OGGIARO - VIALBA - MUSOCCO
150,150,POINT (507395.3830585599 5036062.245201418),293.8447265625,62,QUINTO ROMANO
151,151,POINT (514848.2324926485 5033827.091383176),1646.98681640625,1,DUOMO
152,152,POINT (519600.07769058703 5030014.437791798),300.91290283203125,32,TRIULZO SUPERIORE
153,153,POINT (516151.6731177372 5035205.148764564),1875.6588134765625,4,GUASTALLA
154,154,POINT (517950.8757605662 5032770.221017602),359.218017578125,29,ORTOMERCATO
155,155,POINT (514691.6886007061 5029324.282750968),19.51011848449707,85,PARCO DELLE ABBAZIE
156,156,POINT (508201.1432097723 5039160.413547828),745.4136962890625,72,MAGGIORE - MUSOCCO - CERTOSA
157,157,POINT (512450.5455468636 5037072.710355189),1561.476806640625,69,SARPI
158,158,POINT (510803.6199565113 5039825.595990316),1577.104736328125,76,QUARTO OGGIARO - VIALBA - MUSOCCO
159,159,POINT (507546.021944091 5036381.96005632),33.08552932739258,62,QUINTO ROMANO
160,160,POINT (514998.8569510879 5034146.945606726),1458.19189453125,1,DUOMO
161,161,POINT (516302.28252484894 5035524.984929089),1678.2435302734375,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
162,162,POINT (518550.7503337494 5031958.388361512),440.83184814453125,33,ROGOREDO - SANTA GIULIA
163,163,POINT (519703.801262749 5033016.850334272),555.3147583007812,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI
164,164,POINT (515291.3964975813 5028512.213467183),0.0,85,PARCO DELLE ABBAZIE
165,165,POINT (508351.75704447046 5039480.063221983),422.510986328125,72,MAGGIORE - MUSOCCO - CERTOSA
166,166,POINT (510597.2380044591 5035916.0838419655),1560.8963623046875,60,STADIO - IPPODROMI
167,167,POINT (505489.6058171495 5033405.702425284),285.1259765625,87,ASSIANO
168,168,POINT (508950.67846443027 5038669.149771466),760.4512939453125,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
169,169,POINT (519355.70904300717 5035058.84679688),354.83392333984375,24,PARCO FORLANINI - CAVRIANO
170,170,POINT (513145.0980061341 5032990.094210755),1241.8892822265625,44,PORTA TICINESE - CONCHETTA
171,171,POINT (514448.53993624676 5034368.133481339),1324.279052734375,1,DUOMO
172,172,POINT (514909.1931612157 5041598.037994873),750.2089233398438,84,PARCO NORD
173,173,POINT (518597.5135526402 5029275.82454632),340.3052673339844,34,CHIARAVALLE
174,174,POINT (516948.5010441219 5032031.739936726),1242.69189453125,35,LODI - CORVETTO
175,175,POINT (519861.77916626807 5039609.449036618),906.43115234375,18,CIMIANO - ROTTOLE - Q.RE FELTRE
176,176,POINT (513689.27499385027 5028585.779613905),558.305908203125,41,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE
177,177,POINT (511448.57540316856 5036334.514880332),1376.1201171875,58,DE ANGELI - MONTE ROSA
178,178,POINT (520207.4410170567 5035477.419589953),484.618408203125,24,PARCO FORLANINI - CAVRIANO
179,179,POINT (506544.20235909405 5035643.874387659),428.10870361328125,88,PARCO BOSCO IN CITTA'
180,180,POINT (515300.0972478237 5034786.636242242),1611.625244140625,1,DUOMO
181,181,POINT (515140.73343469715 5028192.221011977),21.48013687133789,85,PARCO DELLE ABBAZIE
182,182,POINT (511500.95674486394 5037834.525849447),1576.1455078125,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO
183,183,POINT (511104.81415820797 5040464.917244379),1480.3370361328125,76,QUARTO OGGIARO - VIALBA - MUSOCCO
184,184,POINT (508243.00634915585 5034390.404041852),169.57162475585938,88,PARCO BOSCO IN CITTA'
185,185,POINT (506596.90738131275 5037143.71632326),0.2229039967060089,88,PARCO BOSCO IN CITTA'
186,186,POINT (517000.53434229904 5033532.630686394),1686.257568359375,28,UMBRIA - MOLISE - CALVAIRATE
187,187,POINT (515352.23035363475 5036287.064273497),1185.9547119140625,10,STAZIONE CENTRALE - PONTE SEVESO
188,188,POINT (514439.5923035657 5028093.661050214),0.22208499908447266,85,PARCO DELLE ABBAZIE
189,189,POINT (510800.29256930656 5037735.825862805),822.230224609375,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO
190,190,POINT (519558.16166698944 5036879.296402411),263.3741149902344,23,LAMBRATE - ORTICA
191,191,POINT (507542.378300762 5034291.771736059),800.6405029296875,56,FORZE ARMATE
192,192,POINT (505896.44322849484 5037045.046461214),69.88623809814453,63,FIGINO
193,193,POINT (516299.48171339795 5033433.978002431),1506.605224609375,27,PTA ROMANA
194,194,POINT (519400.06606515637 5030285.1313543925),53.73778533935547,32,TRIULZO SUPERIORE
195,195,POINT (514651.341573559 5036188.373990344),1721.644287109375,2,BRERA
196,196,POINT (516140.3968829478 5026838.517399239),175.43365478515625,39,QUINTOSOLE
197,197,POINT (514491.80155554606 5029594.951412697),0.4318459928035736,85,PARCO DELLE ABBAZIE
198,198,POINT (512250.7890634931 5037343.109952482),1531.991455078125,70,GHISOLFA
199,199,POINT (508992.7096243422 5033898.796233),961.5204467773438,56,FORZE ARMATE
200,200,POINT (507346.39020385104 5036652.334885252),45.92483139038086,88,PARCO BOSCO IN CITTA'
201,201,POINT (517750.9331605395 5033040.810785578),1017.7568359375,29,ORTOMERCATO
202,202,POINT (516102.4090244258 5035795.47085933),1625.949951171875,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
203,203,POINT (515192.8965565816 5029693.535628124),48.09538269042969,85,PARCO DELLE ABBAZIE
204,204,POINT (510499.0573668719 5037096.380361447),281.8416748046875,66,QT 8
205,205,POINT (519256.98579206766 5036239.60823692),250.5140838623047,23,LAMBRATE - ORTICA
206,206,POINT (507241.0683099831 5033652.235881768),1465.2181396484375,55,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
207,207,POINT (505595.15858678543 5036405.680607401),26.6812686920166,88,PARCO BOSCO IN CITTA'
208,208,POINT (515998.230389168 5032794.199511518),1635.8973388671875,27,PTA ROMANA
209,209,POINT (514350.11583327927 5035548.765551284),1589.947998046875,2,BRERA
210,210,POINT (516992.32063334115 5027257.105859766),1.8544870615005493,85,PARCO DELLE ABBAZIE
211,211,POINT (515343.5488191419 5030013.492797076),16.597572326660156,85,PARCO DELLE ABBAZIE
212,212,POINT (510649.6764012709 5037416.106086628),138.36859130859375,66,QT 8
213,213,POINT (519407.57517543004 5036559.455294189),372.6065368652344,23,LAMBRATE - ORTICA
214,214,POINT (507391.72472985217 5033972.006775267),1524.7978515625,55,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
215,215,POINT (505745.8023324695 5036725.3665062655),0.4813529849052429,88,PARCO BOSCO IN CITTA'
216,216,POINT (516148.857488484 5033114.091723337),1778.872314453125,27,PTA ROMANA
217,217,POINT (518397.52194124437 5029546.532101505),43.62416076660156,85,PARCO DELLE ABBAZIE
218,218,POINT (514500.7301409589 5035868.572742791),1437.273681640625,2,BRERA
219,219,POINT (515137.81400723424 5026099.8963955995),0.157491996884346,85,PARCO DELLE ABBAZIE
220,220,POINT (513489.4079546813 5028856.4622572325),775.8431396484375,41,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE
221,221,POINT (507990.72079106705 5033160.592191901),252.79519653320312,53,LORENTEGGIO
222,222,POINT (516748.5784590037 5032302.343719473),1633.479248046875,35,LODI - CORVETTO
223,223,POINT (511039.1872996786 5030603.063388792),41.80141067504883,86,PARCO DEI NAVIGLI
224,224,POINT (513652.30286314135 5037540.512996357),932.32568359375,78,FARINI
225,225,POINT (517159.3000518065 5040124.283362737),776.0551147460938,16,GORLA - PRECOTTO
226,226,POINT (507444.37869363447 5035472.121443811),21.38232421875,88,PARCO BOSCO IN CITTA'
227,227,POINT (508747.5041681819 5036849.67767125),363.7751770019531,60,STADIO - IPPODROMI
228,228,POINT (516200.93993103574 5034614.792585352),1660.8858642578125,4,GUASTALLA
229,229,POINT (511543.55854640796 5033063.370215037),1796.1153564453125,49,GIAMBELLINO
230,230,POINT (516041.8380396501 5028020.062091075),76.78131103515625,39,QUINTOSOLE
231,231,POINT (518252.1115687867 5033410.045589579),325.717041015625,29,ORTOMERCATO
232,232,POINT (517345.66545765306 5029398.642228108),0.0,85,PARCO DELLE ABBAZIE
233,233,POINT (510338.309916306 5030504.480768809),25.210803985595703,86,PARCO DEI NAVIGLI
234,234,POINT (515103.1586094569 5037147.742054777),1571.9404296875,11,ISOLA
235,235,POINT (518610.40804286196 5039731.693219935),616.3792724609375,17,ADRIANO
236,236,POINT (508894.61913371 5035079.251011196),827.93017578125,56,FORZE ARMATE
237,237,POINT (510197.8107035539 5036456.911069865),397.4183654785156,60,STADIO - IPPODROMI
238,238,POINT (517652.30052826816 5034221.730499382),1500.9581298828125,25,CORSICA
239,239,POINT (512994.45787417796 5032670.233588882),1336.3779296875,44,PORTA TICINESE - CONCHETTA
240,240,POINT (515340.65054519026 5027921.501384383),0.0,85,PARCO DELLE ABBAZIE
241,241,POINT (516644.4634768322 5029300.054362616),4.2320780754089355,85,PARCO DELLE ABBAZIE
242,242,POINT (511789.2338234002 5030111.135275392),7.663806915283203,86,PARCO DEI NAVIGLI
243,243,POINT (514402.3090180065 5037049.0389988795),1239.866943359375,9,PORTA GARIBALDI - PORTA NUOVA
244,244,POINT (517909.4837248762 5039632.935268242),1049.970947265625,16,GORLA - PRECOTTO
245,245,POINT (508193.9838236961 5034980.605163693),183.17550659179688,56,FORZE ARMATE
246,246,POINT (509497.16092457954 5036358.238147251),752.727783203125,60,STADIO - IPPODROMI
247,247,POINT (516951.24073760863 5034123.064260934),919.026123046875,26,XXII MARZO
248,248,POINT (512293.55870639015 5032571.610287763),1198.529052734375,45,MONCUCCO - SAN CRISTOFORO
249,249,POINT (516792.35346714535 5027527.862474567),0.627032995223999,85,PARCO DELLE ABBAZIE
250,250,POINT (518096.2325728717 5028906.519230585),175.90725708007812,85,PARCO DELLE ABBAZIE
251,251,POINT (513400.2652546398 5036310.7902557),1708.992919921875,69,SARPI
252,252,POINT (516907.43048554694 5038894.675145909),727.9201049804688,13,GRECO - SEGNANO
253,253,POINT (507192.07500288007 5034242.457196894),1428.614990234375,55,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
254,254,POINT (508495.26748322434 5035620.099226696),1142.329345703125,61,QUARTO CAGNINO
255,255,POINT (515948.9660960037 5033384.653275297),1714.108642578125,27,PTA ROMANA
256,256,POINT (511291.3851734375 5031833.275071146),1043.24365234375,48,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
257,257,POINT (515039.3136254407 5027281.481209862),0.6762449741363525,85,PARCO DELLE ABBAZIE
258,258,POINT (516343.15648945887 5028660.070053812),90.70901489257812,85,PARCO DELLE ABBAZIE
259,259,POINT (510187.6409969081 5030184.5929376),147.40182495117188,86,PARCO DEI NAVIGLI
260,260,POINT (514101.0934274871 5036409.477621408),1401.4864501953125,69,SARPI
261,261,POINT (517608.3334909695 5038993.417416243),1328.1883544921875,16,GORLA - PRECOTTO
262,262,POINT (509195.89574566757 5035718.756461298),1351.1064453125,60,STADIO - IPPODROMI
263,263,POINT (511992.2628085805 5031931.882662271),1658.7850341796875,45,MONCUCCO - SAN CRISTOFORO
264,264,POINT (515189.9835152055 5027601.494251319),0.0,85,PARCO DELLE ABBAZIE
265,265,POINT (516493.8114165224 5028980.065165683),76.76022338867188,85,PARCO DELLE ABBAZIE
266,266,POINT (514251.70266080677 5036729.261283932),1421.588134765625,9,PORTA GARIBALDI - PORTA NUOVA
267,267,POINT (517758.9100541563 5039313.179322371),1150.1402587890625,16,GORLA - PRECOTTO
268,268,POINT (509346.52976482606 5036038.500275519),973.6209106445312,60,STADIO - IPPODROMI
269,269,POINT (512142.9121875413 5032251.749438656),1517.2884521484375,45,MONCUCCO - SAN CRISTOFORO
270,270,POINT (513452.51855292695 5037810.909104946),599.7638549804688,78,FARINI
271,271,POINT (518607.8341553869 5037641.321924202),784.553466796875,18,CIMIANO - ROTTOLE - Q.RE FELTRE
272,272,POINT (516959.4456731728 5040394.630232407),573.3783569335938,16,GORLA - PRECOTTO
273,273,POINT (510194.4225544468 5034366.539035668),1206.82421875,52,BANDE NERE
274,274,POINT (508547.8446033088 5037120.049017519),78.16639709472656,60,STADIO - IPPODROMI
