,hex_id,geometry,population,ID_NIL,NIL
1542,1542,POINT (520153.1926800185 5031885.029247172),10.32671070098877,31,MONLUE' - PONTE LAMBRO
1543,1543,POINT (516847.1633051926 5031121.247433456),129.7735595703125,36,SCALO ROMANA
1544,1544,POINT (518503.99553817656 5034640.283765596),1113.94091796875,25,CORSICA
1545,1545,POINT (505237.20185564406 5032175.909681581),17.26467514038086,87,ASSIANO
1546,1546,POINT (513003.81117357436 5038941.750176418),1154.9415283203125,77,BOVISA
1547,1547,POINT (516146.03957310284 5031022.633924259),587.8603515625,38,VIGENTINO - Q.RE FATIMA
1548,1548,POINT (519955.63356233976 5034247.193339404),257.6936950683594,31,MONLUE' - PONTE LAMBRO
1549,1549,POINT (514338.14769020263 5027182.93623969),32.19026184082031,40,RONCHETTO DELLE RANE
1550,1550,POINT (512001.9075143593 5038203.59981492),1469.890869140625,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO
1551,1551,POINT (510355.17700038897 5040956.088629847),583.2134399414062,74,ROSERIO
1552,1552,POINT (519111.4462717313 5040100.832324518),594.1585083007812,17,ADRIANO
1553,1553,POINT (519851.9506789108 5031245.08786721),16.985321044921875,33,ROGOREDO - SANTA GIULIA
1554,1554,POINT (504740.152226748 5033897.285542962),81.20557403564453,87,ASSIANO
1555,1555,POINT (515143.65066529333 5030284.145691793),14.320354461669922,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
1556,1556,POINT (518202.77923397336 5034000.512384478),783.8672485351562,29,ORTOMERCATO
1557,1557,POINT (507903.5137341102 5040610.498910072),442.7518310546875,73,CASCINA MERLATA
1558,1558,POINT (512702.6109522463 5038302.311946544),895.2704467773438,77,BOVISA
1559,1559,POINT (520002.57312103297 5031565.061521018),4.2728800773620605,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI
1560,1560,POINT (515844.7529056852 5030382.743478912),721.021484375,38,VIGENTINO - Q.RE FATIMA
1561,1561,POINT (518353.38882797846 5034320.401044485),1451.6484375,25,CORSICA
1562,1562,POINT (512853.2125007892 5038622.034039063),1586.007568359375,77,BOVISA
1563,1563,POINT (515995.3976738125 5030702.691662686),998.2537841796875,38,VIGENTINO - Q.RE FATIMA
1564,1564,POINT (512054.24717838067 5039703.386024059),347.6762390136719,81,BOVISASCA
1565,1565,POINT (513357.24991672847 5041080.832978781),1450.4105224609375,80,AFFORI
1566,1566,POINT (516154.48646111443 5037295.804711856),922.0887451171875,10,STAZIONE CENTRALE - PONTE SEVESO
1567,1567,POINT (515195.80739671725 5031785.176824923),1504.624755859375,37,MORIVIONE
1568,1568,POINT (504947.52745291527 5037806.689708805),68.8206558227539,88,PARCO BOSCO IN CITTA'
1569,1569,POINT (520054.4077394206 5033066.179428029),280.5444030761719,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI
1570,1570,POINT (512905.4950173793 5040121.808899505),639.2078857421875,80,AFFORI
1571,1571,POINT (514208.4968915826 5041499.264715722),125.39881896972656,84,PARCO NORD
1572,1572,POINT (517005.9983363565 5037714.310218103),1723.604736328125,20,LORETO - CASORETTO - NOLO
1573,1573,POINT (516047.4974004395 5032203.7116936045),295.0108642578125,36,SCALO ROMANA
1574,1574,POINT (505798.55684426916 5038225.018506348),48.26374816894531,63,FIGINO
1575,1575,POINT (513640.0729672933 5029176.4198374115),613.4996948242188,41,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE
1576,1576,POINT (511903.6500122731 5039383.69913003),38.489315032958984,77,BOVISA
1577,1577,POINT (513206.6678312601 5040761.1642497685),1693.828369140625,80,AFFORI
1578,1578,POINT (516003.889001966 5036976.012766725),477.9219055175781,10,STAZIONE CENTRALE - PONTE SEVESO
1579,1579,POINT (515288.49182709854 5026419.938774616),2.72918701171875,85,PARCO DELLE ABBAZIE
1580,1580,POINT (520805.0545463523 5032574.273530658),9.532526016235352,31,MONLUE' - PONTE LAMBRO
1581,1581,POINT (515045.1670463892 5031465.2637493685),1025.3369140625,38,VIGENTINO - Q.RE FATIMA
1582,1582,POINT (504796.8880635585 5037487.038967072),169.8336181640625,88,PARCO BOSCO IN CITTA'
1583,1583,POINT (511203.01786983764 5039284.972862022),235.35406494140625,76,QUARTO OGGIARO - VIALBA - MUSOCCO
1584,1584,POINT (512506.0214188259 5040662.410943379),506.50384521484375,81,BOVISASCA
1585,1585,POINT (519960.52620994154 5038429.039827145),54.240272521972656,18,CIMIANO - ROTTOLE - Q.RE FELTRE
1586,1586,POINT (515302.9930780907 5036877.308944316),1254.2138671875,9,PORTA GARIBALDI - PORTA NUOVA
1587,1587,POINT (514549.9448009402 5035278.28847816),1585.2620849609375,2,BRERA
1588,1588,POINT (505587.4941951741 5032225.203900093),21.055368423461914,87,ASSIANO
1589,1589,POINT (519802.56484875316 5031835.7094101),2.4670729637145996,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI
1590,1590,POINT (514344.1360114662 5031366.6517454805),1512.421142578125,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
1591,1591,POINT (518548.16231518233 5029866.529660382),4.576001167297363,35,LODI - CORVETTO
1592,1592,POINT (516198.128477055 5032523.618618467),796.6008911132812,36,SCALO ROMANA
1593,1593,POINT (513956.5288099239 5040269.929882505),799.1788330078125,80,AFFORI
1594,1594,POINT (516754.09346184746 5036484.457757441),1715.915283203125,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
1595,1595,POINT (505794.74577286094 5036135.314625231),80.94532775878906,88,PARCO BOSCO IN CITTA'
1596,1596,POINT (505546.2218780013 5036995.713143674),3.0677080154418945,63,FIGINO
1597,1597,POINT (514906.26364224777 5039508.302171707),1133.57470703125,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
1598,1598,POINT (513258.9208914999 5042260.666512946),323.3255310058594,83,BRUZZANO
1599,1599,POINT (507440.7247571322 5033381.766126808),598.7536010742188,55,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
1600,1600,POINT (517704.2810224986 5035722.361467339),1560.7452392578125,22,CITTA' STUDI
1601,1601,POINT (516055.9693627174 5038476.1806938285),1584.943359375,13,GRECO - SEGNANO
1602,1602,POINT (509290.5255913265 5032447.68796668),325.6962890625,53,LORENTEGGIO
1603,1603,POINT (519456.9394472828 5035969.106365086),446.5898742675781,23,LAMBRATE - ORTICA
1604,1604,POINT (512797.7854031628 5035031.618937032),1670.121826171875,68,PAGANO
1605,1605,POINT (515056.84763780155 5039828.020607865),1397.088623046875,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
1606,1606,POINT (517854.8804298259 5036042.203080339),1462.4365234375,22,CITTA' STUDI
1607,1607,POINT (516206.55596797756 5038795.9371818025),1268.0723876953125,13,GRECO - SEGNANO
1608,1608,POINT (509441.18222097476 5032767.511303914),337.55450439453125,53,LORENTEGGIO
1609,1609,POINT (512948.4096709142 5035351.420679726),1629.0888671875,68,PAGANO
1610,1610,POINT (521158.0269718112 5034715.126296093),11.062655448913574,24,PARCO FORLANINI - CAVRIANO
1611,1611,POINT (510698.7693005775 5036825.989609561),1137.6328125,66,QT 8
1612,1612,POINT (515656.2972369428 5039016.948366615),1170.1158447265625,13,GRECO - SEGNANO
1613,1613,POINT (514008.73397284775 5041769.539326276),328.78778076171875,84,PARCO NORD
1614,1614,POINT (518454.65792897897 5035230.687026113),1205.1468505859375,22,CITTA' STUDI
1615,1615,POINT (516806.12603149924 5037984.732811185),1201.842041015625,10,STAZIONE CENTRALE - PONTE SEVESO
1616,1616,POINT (510040.3755837509 5031955.922470211),935.6859741210938,48,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
1617,1617,POINT (513547.81311385654 5034539.979039767),1908.70751953125,7,MAGENTA - S. VITTORE
1618,1618,POINT (505598.9887692897 5038495.317652767),37.87515640258789,88,PARCO BOSCO IN CITTA'
1619,1619,POINT (514054.9091407783 5039089.843507054),1527.5323486328125,79,DERGANO
1620,1620,POINT (512407.7431554968 5041842.255611586),553.40771484375,82,COMASINA
1621,1621,POINT (516852.66166902566 5035303.829183932),1594.8629150390625,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
1622,1622,POINT (515204.5267113503 5038057.695969415),1531.995849609375,12,MACIACHINI - MAGGIOLINA
1623,1623,POINT (503587.64549689356 5032839.447522196),141.26138305664062,87,ASSIANO
1624,1624,POINT (511946.3409293915 5034613.156668539),1712.9056396484375,51,PORTA MAGENTA
1625,1625,POINT (521007.43162749585 5034395.214834417),124.3569564819336,24,PARCO FORLANINI - CAVRIANO
1626,1626,POINT (515505.709945529 5038697.203523693),1626.97216796875,12,MACIACHINI - MAGGIOLINA
1627,1627,POINT (518304.0552088172 5034910.819036224),1450.40478515625,25,CORSICA
1628,1628,POINT (509889.71566241956 5031636.072802432),590.8566284179688,48,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
1629,1629,POINT (513397.18554807326 5034220.150935865),1362.885986328125,7,MAGENTA - S. VITTORE
1630,1630,POINT (520306.22579686675 5034296.532760846),134.16329956054688,31,MONLUE' - PONTE LAMBRO
1631,1631,POINT (514804.8924254688 5038598.474171344),1550.412841796875,12,MACIACHINI - MAGGIOLINA
1632,1632,POINT (517602.9882745187 5034812.139246061),1773.8345947265625,25,CORSICA
1633,1633,POINT (512696.31830804824 5034121.501287118),1607.417236328125,51,PORTA MAGENTA
1634,1634,POINT (514857.04673190764 5040098.356882077),1137.18115234375,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
1635,1635,POINT (510201.19709919154 5038546.881979907),1197.56494140625,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO
1636,1636,POINT (517654.9702009161 5036312.687302203),1512.8961181640625,22,CITTA' STUDI
1637,1637,POINT (509241.46671610867 5033038.01981046),353.3852233886719,53,LORENTEGGIO
1638,1638,POINT (514396.34189076227 5032867.493106759),1873.857421875,6,PORTA TICINESE - CONCA DEL NAVIGLIO
1639,1639,POINT (503640.5516197939 5034339.512040738),0.4237080216407776,87,ASSIANO
1640,1640,POINT (512748.6241391243 5035621.880106752),1457.205810546875,68,PAGANO
1641,1641,POINT (518049.5325968611 5031589.12637714),1000.2645263671875,35,LODI - CORVETTO
1642,1642,POINT (516160.1062912706 5041475.911982687),978.25830078125,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
1643,1643,POINT (515392.8013997252 5029422.863408899),47.52105712890625,85,PARCO DELLE ABBAZIE
1644,1644,POINT (507749.2845356663 5038201.428798183),300.4505920410156,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
1645,1645,POINT (515557.81788861303 5040197.110359723),1336.2462158203125,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
1646,1646,POINT (510901.80780535063 5038645.592572486),1421.814697265625,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO
1647,1647,POINT (518355.9908248083 5036411.39126886),1676.9244384765625,22,CITTA' STUDI
1648,1648,POINT (509942.2124276928 5033136.638691103),1467.099853515625,53,LORENTEGGIO
1649,1649,POINT (515097.3267250347 5032966.129323985),1536.345947265625,5,PORTA VIGENTINA - PORTA LODOVICA
1650,1650,POINT (513449.4451357887 5035720.553932252),1069.5928955078125,8,PARCO SEMPIONE
1651,1651,POINT (518200.15991155355 5031909.071055364),735.87744140625,35,LODI - CORVETTO
1652,1652,POINT (516860.89160137874 5041574.692497763),720.756103515625,15,BICOCCA
1653,1653,POINT (508449.7952721321 5038300.124327855),903.858642578125,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
1654,1654,POINT (515708.3943233555 5040516.819713781),1374.404052734375,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
1655,1655,POINT (515552.0793365511 5036016.601240769),1275.93017578125,10,STAZIONE CENTRALE - PONTE SEVESO
1656,1656,POINT (511052.4142730351 5038965.285695192),783.498291015625,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO
1657,1657,POINT (518506.58267477684 5036731.223835347),1431.976806640625,22,CITTA' STUDI
1658,1658,POINT (510092.86159220466 5033456.453019728),1217.612548828125,53,LORENTEGGIO
1659,1659,POINT (517200.45244458114 5033262.063811606),1686.2598876953125,28,UMBRIA - MOLISE - CALVAIRATE
1660,1660,POINT (515247.9562598739 5033286.007050583),1691.607177734375,5,PORTA VIGENTINA - PORTA LODOVICA
1661,1661,POINT (513600.0618914191 5036040.346638481),1714.990478515625,69,SARPI
1662,1662,POINT (518800.07792646624 5031097.148708749),404.70916748046875,33,ROGOREDO - SANTA GIULIA
1663,1663,POINT (506796.5145707732 5036873.364379916),3.419506072998047,88,PARCO BOSCO IN CITTA'
1664,1664,POINT (508600.41415194544 5038619.7975499565),900.7274780273438,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
1665,1665,POINT (513855.1282539313 5039360.193854064),1597.87890625,80,AFFORI
1666,1666,POINT (509199.3792222233 5037808.794332079),573.9505004882812,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
1667,1667,POINT (508442.6827988285 5034119.948303616),979.0411376953125,56,FORZE ARMATE
1668,1668,POINT (516652.77145877684 5035574.327448773),1741.8956298828125,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
1669,1669,POINT (513394.10380185547 5032129.110759224),1505.4921875,45,MONCUCCO - SAN CRISTOFORO
1670,1670,POINT (511746.57540824084 5034883.630127545),1661.844482421875,58,DE ANGELI - MONTE ROSA
1671,1671,POINT (520459.2236019636 5036707.529010629),63.98359680175781,23,LAMBRATE - ORTICA
1672,1672,POINT (515158.20387095516 5040737.758258379),1440.317626953125,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
1673,1673,POINT (506747.5419016777 5037463.3960207505),0.0,88,PARCO BOSCO IN CITTA'
1674,1674,POINT (517197.7358724943 5031170.555802975),738.2642822265625,36,SCALO ROMANA
1675,1675,POINT (510050.5842136215 5038227.188589434),436.56488037109375,72,MAGGIORE - MUSOCCO - CERTOSA
1676,1676,POINT (514245.7059517565 5032547.615150869),1152.970947265625,6,PORTA TICINESE - CONCA DEL NAVIGLIO
1677,1677,POINT (518649.4472893298 5030777.17769147),141.8470916748047,35,LODI - CORVETTO
1678,1678,POINT (516009.53852582496 5041156.22052671),790.5087280273438,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
1679,1679,POINT (511700.68869000784 5037564.149147374),1512.6776123046875,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO
1680,1680,POINT (507598.6592581025 5037881.755310724),267.5420227050781,64,TRENNO
1681,1681,POINT (511749.81363604346 5036974.018828545),715.9406127929688,67,PORTELLO
1682,1682,POINT (510103.0520070346 5039726.8669624925),1343.62109375,76,QUARTO OGGIARO - VIALBA - MUSOCCO
1683,1683,POINT (506845.4900252468 5036283.298656714),390.47369384765625,62,QUINTO ROMANO
1684,1684,POINT (514297.9148088762 5034048.290893167),1654.864990234375,1,DUOMO
1685,1685,POINT (515601.32604341384 5035426.303119308),806.657470703125,4,GUASTALLA
1686,1686,POINT (517948.23089465284 5030678.5626782505),451.00787353515625,35,LODI - CORVETTO
1687,1687,POINT (511049.1102737554 5036875.331606466),1182.72021484375,66,QT 8
1688,1688,POINT (509402.51260504866 5039628.142238568),596.9344482421875,72,MAGGIORE - MUSOCCO - CERTOSA
1689,1689,POINT (519807.49249684246 5036018.458574919),239.95880126953125,23,LAMBRATE - ORTICA
1690,1690,POINT (506144.9867056654 5036184.641560041),17.69324493408203,62,QUINTO ROMANO
1691,1691,POINT (513597.00120868714 5033949.640485134),1762.347412109375,7,MAGENTA - S. VITTORE
1692,1692,POINT (514900.3980832635 5035327.625615445),1443.26171875,2,BRERA
1693,1693,POINT (518000.2028268351 5032179.69072305),640.9158935546875,35,LODI - CORVETTO
1694,1694,POINT (514740.92258823465 5028733.628622196),31.653451919555664,85,PARCO DELLE ABBAZIE
1695,1695,POINT (512499.69460860174 5036482.536709975),1238.81201171875,67,PORTELLO
1696,1696,POINT (510852.7125005634 5039235.61134214),691.8258056640625,76,QUARTO OGGIARO - VIALBA - MUSOCCO
1697,1697,POINT (507595.02152489894 5035791.851026957),125.69450378417969,88,PARCO BOSCO IN CITTA'
1698,1698,POINT (515048.0904753199 5033556.554496003),1599.0157470703125,5,PORTA VIGENTINA - PORTA LODOVICA
1699,1699,POINT (516351.55331953394 5034934.643481012),1944.104248046875,26,XXII MARZO
1700,1700,POINT (518701.3729977719 5032278.329964106),530.2896728515625,33,ROGOREDO - SANTA GIULIA
1701,1701,POINT (515442.0566984448 5028832.200009994),0.0,85,PARCO DELLE ABBAZIE
1702,1702,POINT (508400.77476984676 5038890.110830534),1315.4422607421875,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
1703,1703,POINT (510747.86495878495 5036235.839041221),665.0192260742188,60,STADIO - IPPODROMI
1704,1704,POINT (509101.29270988336 5038988.819882789),288.2586669921875,72,MAGGIORE - MUSOCCO - CERTOSA
1705,1705,POINT (519506.3064176239 5035378.723334019),752.3707275390625,24,PARCO FORLANINI - CAVRIANO
1706,1706,POINT (513295.7352733002 5033309.948901722),1859.5635986328125,44,PORTA TICINESE - CONCHETTA
1707,1707,POINT (514599.1621918637 5034687.970132076),1366.134765625,1,DUOMO
1708,1708,POINT (518851.9927812065 5032598.265636508),513.1663208007812,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI
1709,1709,POINT (515592.7140361439 5029152.180638959),4.791291236877441,85,PARCO DELLE ABBAZIE
1710,1710,POINT (510898.48904893134 5036555.588296537),562.69775390625,66,QT 8
1711,1711,POINT (513941.39441653586 5029816.31725259),356.2978515625,41,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE
1712,1712,POINT (509251.90409047063 5039308.484038972),541.48583984375,72,MAGGIORE - MUSOCCO - CERTOSA
1713,1713,POINT (519656.9009026171 5035698.593927182),477.40338134765625,23,LAMBRATE - ORTICA
1714,1714,POINT (505994.34077940957 5035864.938086877),136.6553497314453,88,PARCO BOSCO IN CITTA'
1715,1715,POINT (515589.83889291104 5027060.00582129),2.4369640350341797,85,PARCO DELLE ABBAZIE
1716,1716,POINT (513446.3696745327 5033629.797660332),1680.950439453125,7,MAGENTA - S. VITTORE
1717,1717,POINT (518646.86748624773 5028685.085415583),0.6004160046577454,85,PARCO DELLE ABBAZIE
1718,1718,POINT (514749.7815745831 5035007.800843929),1350.94580078125,2,BRERA
1719,1719,POINT (516997.7988020224 5031441.189478235),1091.04052734375,36,SCALO ROMANA
1720,1720,POINT (513738.4797491205 5027995.105394228),296.535888671875,85,PARCO DELLE ABBAZIE
1721,1721,POINT (511497.69517369376 5035744.320994207),1715.34130859375,58,DE ANGELI - MONTE ROSA
1722,1722,POINT (520256.8320610945 5034886.99322064),12.369580268859863,24,PARCO FORLANINI - CAVRIANO
1723,1723,POINT (516253.01444951736 5036115.292288391),1696.89453125,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
1724,1724,POINT (506593.172713729 5035053.745138277),250.08111572265625,55,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
1725,1725,POINT (515349.33872318343 5034196.274578151),1531.7152099609375,1,DUOMO
1726,1726,POINT (514590.25887571357 5028413.64779204),1.4751349687576294,85,PARCO DELLE ABBAZIE
1727,1727,POINT (518849.434436839 5030506.507017698),211.8144073486328,32,TRIULZO SUPERIORE
1728,1728,POINT (517901.5513991105 5033360.717253572),723.5593872070312,29,ORTOMERCATO
1729,1729,POINT (510950.90586983564 5038055.53968853),1389.204345703125,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO
1730,1730,POINT (519708.7452656035 5037199.131560134),290.42584228515625,18,CIMIANO - ROTTOLE - Q.RE FELTRE
1731,1731,POINT (507497.02514300775 5036972.035007582),4.843894004821777,88,PARCO BOSCO IN CITTA'
1732,1732,POINT (507693.0290215662 5034611.530762703),16.025609970092773,88,PARCO BOSCO IN CITTA'
1733,1733,POINT (506047.0812737199 5037364.7204708),114.40020751953125,63,FIGINO
1734,1734,POINT (516450.10306276614 5033753.858347345),1537.7550048828125,26,XXII MARZO
1735,1735,POINT (509143.35725950624 5034218.58136857),861.5529174804688,56,FORZE ARMATE
1736,1736,POINT (519550.69714982825 5030605.1227824455),155.8762969970703,32,TRIULZO SUPERIORE
1737,1737,POINT (514801.9501299374 5036508.169292491),1316.1641845703125,9,PORTA GARIBALDI - PORTA NUOVA
1738,1738,POINT (516291.0654807675 5027158.553687315),82.71760559082031,39,QUINTOSOLE
1739,1739,POINT (514642.4573359649 5029914.902871941),13.354822158813477,85,PARCO DELLE ABBAZIE
1740,1740,POINT (512401.39923245594 5037662.849901807),1338.1595458984375,70,GHISOLFA
